Tag,C,Positive Count,Negative Count,Accuracy,Positive Accuracy,Negative Accuracy
Tattoos,9.6484375,46,20331,0.9886631680470817,0.9782608695652174,0.9990654665289459
Technology,1070.3125,232,20145,0.8580226547188059,0.8017241379310345,0.9143211715065773
Textures,2828.125,173,20204,0.8842588830918847,0.861271676300578,0.9072460898831914
Tools,6203.125,300,20077,0.8050979562019558,0.7433333333333333,0.8668625790705783
Tooltip,100.0,147,20230,0.8908739966574866,0.8435374149659864,0.9382105783489867
Traditional,4234.375,36,20341,0.9192981881148637,0.8888888888888888,0.9497074873408387
Traits,4585.9375,34,20343,0.8859001940254054,0.7941176470588235,0.9776827409919874
Translation,10850.78125,31,20346,0.8783314783281488,0.8064516129032258,0.9502113437530718
Tweaks,1225.0,493,19884,0.8661834481779309,0.8498985801217038,0.8824683162341581
UI,9507.8125,204,20173,0.8416354173652805,0.7990196078431373,0.8842512268874237
Utility,43.75,287,20090,0.8206819313091089,0.7735191637630662,0.8678446988551518
Vehicle,16264.84375,279,20098,0.9283794353902437,0.9139784946236559,0.9427803761568315
Video,8523.4375,377,20000,0.9398096816976127,0.9151193633952255,0.9645
Weapons,838.28125,1043,19334,0.9218258268807671,0.900287631831256,0.9433640219302782
World,6976.5625,105,20272,0.8991202972901868,0.8476190476190476,0.950621546961326
World Gen,3179.6875,130,20247,0.8654947931507422,0.8076923076923077,0.9232972786091767
