Tag,C,Positive Count,Negative Count,Accuracy,Positive Accuracy,Negative Accuracy
PvP,1225.0,101,20276,0.8544448003687724,0.7821782178217822,0.9267113829157625
Quality of Life,13726.5625,105,20272,0.8189456721915285,0.7619047619047619,0.8759865824782952
Quests,3003.90625,58,20319,0.8798181929262743,0.8448275862068966,0.9148087996456519
Realistic,1000.0,748,19629,0.8839183430169756,0.8556149732620321,0.9122217127719191
Relaxing,620.3125,32,20345,0.8934896473334972,0.84375,0.9432292946669943
Roleplay,32.5,751,19626,0.8944398059966379,0.8655126498002663,0.9233669621930093
Rooms,15976.5625,104,20273,0.9262995211516645,0.8942307692307693,0.9583682730725596
Scenario,9226.5625,103,20274,0.9340242560417427,0.8932038834951457,0.9748446285883398
Scene,4515.625,565,19812,0.9517088508082168,0.9327433628318584,0.970674338784575
Server-side,10.0,544,19833,0.8198834347685526,0.7610294117647058,0.8787374577723995
Shirts,1450.0,130,20247,0.9783859717109087,0.9769230769230769,0.9798488664987406
Shoes,2546.875,45,20332,0.9784373838721665,0.9777777777777777,0.9790969899665551
Singleplayer,43.75,983,19394,0.92725891564244,0.9003051881993896,0.9542126430854904
Skins,1000.0,353,20024,0.8971150341969241,0.8385269121813032,0.955703156212545
Skirts,226.5625,26,20351,0.9713839425770043,0.9615384615384616,0.9812294236155471
Storage,1000.0,108,20269,0.8927145175171718,0.8611111111111112,0.9243179239232325
Suits,100.0,216,20161,0.9127743883956373,0.8888888888888888,0.9366598879023857
Tattoos,22.65625,46,20331,0.9884910171445191,0.9782608695652174,0.9987211647238208
Technology,4726.5625,232,20145,0.8593297729392935,0.8103448275862069,0.9083147182923802
Textures,15976.5625,173,20204,0.8802356140774504,0.8497109826589595,0.9107602454959414
Tools,8558.59375,300,20077,0.8125539174179409,0.77,0.8551078348358818
Tooltip,1358.59375,147,20230,0.9021067250429584,0.8707482993197279,0.9334651507661889
Traditional,1000.0,36,20341,0.9389390066040673,0.9166666666666666,0.961211346541468
Traits,2110.9375,34,20343,0.8849416333411406,0.7941176470588235,0.9757656196234576
Translation,662.5,31,20346,0.8488257975729556,0.7419354838709677,0.9557161112749435
Tweaks,550.0,493,19884,0.8624534980370939,0.847870182555781,0.8770368135184068
UI,1351.5625,204,20173,0.8337591840384595,0.7892156862745098,0.8783026818024091
Utility,1000.0,287,20090,0.8270532603285217,0.8013937282229965,0.8527127924340467
Vehicle,2575.0,279,20098,0.918722275188494,0.8960573476702509,0.941387202706737
Video,15976.5625,377,20000,0.939462201591512,0.9204244031830239,0.9585
Weapons,100.0,1043,19334,0.9222774428745688,0.8993288590604027,0.9452260266887349
World,2125.0,105,20272,0.8861944225203894,0.8380952380952381,0.9342936069455406
World Gen,7750.0,130,20247,0.8766875244575645,0.8307692307692308,0.9226058181458981
