Tag,C,Positive Count,Negative Count,Accuracy,Positive Accuracy,Negative Accuracy
Textures,2.265625,173,20204,0.8177159447622688,0.7225433526011561,0.9128885369233815
Tools,2.265625,300,20077,0.760766465773439,0.6166666666666667,0.9048662648802112
Tooltip,1.5625,147,20230,0.9001730103806228,0.8571428571428571,0.9432031636183885
Traditional,1.5625,36,20341,0.9323998055378027,0.8888888888888888,0.9759107221867165
Traits,4.7265625,34,20343,0.8745369848278495,0.7647058823529411,0.9843680873027577
Translation,2.6171875,31,20346,0.8554118587151949,0.7419354838709677,0.968888233559422
Tweaks,2.265625,493,19884,0.7926834157382596,0.6977687626774848,0.8875980687990344
UI,2.96875,204,20173,0.7987902195032576,0.696078431372549,0.9015020076339662
Utility,1.5625,287,20090,0.7534594325535092,0.6376306620209059,0.8692882030861125
Vehicle,2.265625,279,20098,0.8545082500764176,0.7813620071684588,0.9276544929843765
Video,2.265625,377,20000,0.9105557029177719,0.8541114058355438,0.967
Weapons,1.9140625,1043,19334,0.8353528193542967,0.738255033557047,0.9324506051515465
World,1.5625,105,20272,0.867934425151276,0.7904761904761904,0.9453926598263614
World Gen,2.265625,130,20247,0.8446035689997758,0.7461538461538462,0.9430532918457055
